,address,lat,lon
1315,"OSNOVNA ŠOLA DOB I, Šolska ulica 7, Dob",46.1500116,14.6232889
1316,"OSNOVNA ŠOLA DOB II, Šolska ulica 7, Dob",46.1500116,14.6232889
1317,"Dom krajanov v Žejah, Žeje 10",46.0417,14.4351847
1318,"Osnovna šola Krtina, Krtina 41",46.1374799,14.6361128
1319,"Gasilski dom Homec, Bolkova ul.46, Homec",46.1793799,14.5953574
1320,"Osnovna šola Ihan, Šolska ul.5, Ihan",46.1190368,14.6200184
1321,"Samostan Mala Loka, Mala Loka 8",46.108302,14.6096876
1322,"Slamnikarski muzej, Kajuhova cesta 5, Domžale",46.1366683,14.5922547
1323,"RD BISTRICA DOMŽALE, Krakovska 18a, Domžale",46.1358968,14.5987841
1324,"NOVI GASILSKI DOM ŠTUDA, Študljanska 103, Domžale ",46.1277369,14.5975297
1325,"Kulturni dom Radomlje I, Prešernova cesta 43",46.3728179,14.1040786
1326,"Kulturni dom Radomlje II, Prešernova cesta 43",46.3728179,14.1040786
1328,"Delavski dom Vir, Šaranovičeva c.19,Vir",46.147954,14.6095978
1329,"Vrtec Palček Vir, Dvoržakova ul.15, Vir ",46.151326,14.6031233
1330,"VRTEC CICIDOM VIR, Šubičeva 12, Vir",46.1582556,14.602966
1331,"Podružnična šola Krašnja, Krašnja 14a, Lukovica",46.1679722,14.7478916
1332,"Kulturni dom Janka Kersnika Lukovica, Stari trg 1",46.5836357,16.1582746
1333,"Kulturni dom A.M.Slomška Šentvid, Veidrov trg 4",46.1609021,14.674854
1334,"Športno turistično društvo Rafolče, Rafolče 11",46.1733996,14.6735163
1335,"ŠD Zlato polje,Podgora pri Zlatem polju 1",46.1199444,14.8153333
1336,"Podružnična šola Blagovica, Blagovica 33",46.1769184,14.8637588
1338,"ZADRUŽNI DOM TROJANE, Trojane 6",46.1882619,14.8858905
1339,"Kulturni dom Moravče, Vegova ul.9",45.5300984,13.5653296
1340,"Gost. lokal nad Logom,C. heroja Vasje 13, Moravče",46.1356669,14.744222
1341,"Pri Urankarju, Gabrje pod Limbarsko goro 6",46.147729,14.7732169
1342,"Pri Francu Majdiču, Negastrn 8",46.1599264,14.7435953
1343,"PGD KRAŠCE, Krašce 4",46.1359549,14.7182111
1344,"Gasilski dom Peče, Peče 50",46.1484535,14.8099448
1345,"PLANINSKI DOM UŠTE - ŽERENK, Dešen 30, Kresnice",46.1216805,14.7719888
1346,"KS Vrhpolje,Vrhpolje pri Moravčah 14",46.1199444,14.8153333
1347,"VRTEC BISTRA, Ul. Nikola Tesla 16, Domžale",46.1448114,14.5961683
1348,"Galerija Domžale, Mestni trg 1, Domžale",46.1394565,14.5950856
1349,"VRTEC ČEŠMIN, Murnova ulica 14, Domžale",46.1431144,14.6021084
1350,"OSNOVNA ŠOLA ROJE, Kettejeva ulica 15, Domžale",46.1498582,14.5993797
1351,"Srednja šola Domžale - gimnazija, Cesta talcev 12",46.1698331,14.3046587
1352,"PEKARNA JURČEK, Depala vas 93a, Domžale",46.134672,14.5725088
1353,"PGD STOB-DEPALA VAS, Ljubljanska cesta 55, Domžale",46.1374371,14.5884761
1354,"DOMŽALSKI DOM, Ljubljanska cesta 58, Domžale",46.1379815,14.5910819
1355,"VARNOST LJUBLJANA, Ljubljanska 68, Domžale",46.1388173,14.5939379
1356,"Osnovna šola Dragomelj, Dragomelj 180",46.1053811,14.5937235
1357,"OŠ Jarše, Šolska ul.1a, Spodnje Jarše",46.1506166,14.5968349
1358,"GASILSKI DOM SREDNJE JARŠE,Jarška c. 37,Zg. Jarše",46.1199444,14.8153333
1359,"OŠ Preserje pri Radomljah, Pelechova c. 83",46.1719839,14.6050965
1360,"OŠ Trzin I, Mengeška cesta 7b, Trzin",46.1338924,14.5626088
1361,"OŠ Trzin II, Mengeška c. 7b, Trzin",46.1338924,14.5626088
1362,"OŠ Trzin III, Mengeška cesta 7b, Trzin",46.1338924,14.5626088
1363,"Gasilski dom Topole, Topole 21",46.1791279,14.5563006
1364,"Osnovna šola Mengeš I, Šolska ulica 11, Mengeš",46.166243,14.5685261
1365,"Osnovna šola Mengeš II, Šolska ulica 11, Mengeš",46.166243,14.5685261
1366,"Dom počitka Mengeš, Glavni trg 13",46.5578219,15.6452979
1367,"Glasbena šola Mengeš I, Trdinov trg 8, Mengeš",46.163083,14.5688752
1368,"Glasbena šola Mengeš II, Trdinov trg 8, Mengeš",46.163083,14.5688752
1369,"Vrtec Sonček, Zoranina 5, Mengeš",46.1624395,14.5720585
1370,"Gasilski dom Loka pri Mengšu, Gasilska c.46",46.1514327,14.5628177
1371,"KMEČKI turizem BLAŽ, Dobeno 9",46.1493998,14.5600595
1372,"OŠ Blagovna, Proseniško 22, Šentjur",46.2396265,15.3487793
1373,"GD Lokarje, Dole 11, Šentjur",46.2402645,15.3834818
1374,"OŠ Dramlje, Dramlje 7a, Dramlje",46.3013827,15.4084877
1376,"Lenič, Razbor 30a, Dramlje",46.263151,15.4019694
1378,"Prostori KS Grobelno,Tratna 46, Grobelno",46.2129115,15.4395897
1379,"OŠ Kalobje, Kalobje 15, Kalobje",46.1691595,15.3935802
1380,"Šuster, Osredek 3, Šentjur",46.1771119,15.3778921
1381,"GD Loka pri Žusmu, Loka 13, Loka pri Žusmu",46.1755262,15.5032922
1383,"OŠ Planina, Planina 69, Planina pri Sevnici",46.1014051,15.407878
1388,"Večnamenski p. Prevorje, Lopaca 10, Prevorje",46.1260368,15.4771043
1390,"KD Gorica, Gorica 98, Gorica pri Slivnici",46.1884169,15.432806
1396,"SD Občine Šentjur, Mestni trg 10, Šentjur",46.2161692,15.3942357
1397,"GD Šentjur, Ul. A. M. Slomška 2, Šentjur",46.2195082,15.3966752
1398,"OŠ Hruševec 1, Gajstova pot 2a, Šentjur",46.2077094,15.3903283
1400,"OŠ Hruševec 2, Gajstova pot 2a, Šentjur",46.2077094,15.3903283
1401,"Kovač-Reberšak, Vrbno 16, Šentjur",46.2178125,15.3740391
1402,"KD Dobje, Dobje 26, Dobje pri Planini",46.1371982,15.3944225
1404,"OŠ Dobje, Dobje 20a, Dobje pri Planini",46.1345191,15.3891819
1405,"OŠ Hudinja, Mariborska c. 125, Celje",46.2490552,15.2784623
1407,"Hrastnik Miroslav, Vrhe 42, Teharje",46.2265268,15.3094934
1408,"Ostrožnik - Horvat Karina, Bukovžlak 51/a",46.2384491,15.3043311
1409,"Dvorana KS Teharje, Teharje 14",46.2453947,15.3177025
1410,"OŠ Lava, Pucova ul. 7, Celje",46.2444271,15.2488848
1411,"Sedež MČ Lava, Iršičeva ul. 2/a, Celje",46.2432793,15.2524918
1412,"GD Ostrožno, C. na Ostrožno 90, Celje",46.2538531,15.2390062
1413,"GD Lopata, Lopata 49, Celje",46.2587569,15.2269066
1414,"GD Lokrovec, Lokrovec 57, Celje",46.264988,15.2509638
1415,"Klenovšek J., Dobrova 16, Celje",46.2522883,15.2643828
1416,"Dom krajanov, Šmartno v Rožni dolini 5",46.3072148,15.2460012
1417,"KD Škofja vas, Škofja vas 38",46.2687476,15.2896803
1418,"Gostilna Tepež, Runtole 3, Škofja vas",46.2763553,15.2711811
1419,"Dom KS Ljubečna, Kocbekova c. 45, Ljubečna",46.2589198,15.3220043
1420,"Športno društvo Začret, Začret",46.2471857,15.3130121
1421,"IV. OŠ,  Dečkova cesta 60, Celje",46.2410735,15.2579694
1423,"OŠ Kompole, Kompole 92, Štore",46.2142024,15.3363219
1424,"Šuhel Pavel, Laška vas 41, Štore",46.2091305,15.31373
1425,"Zlatko Cmok, Pečovje 4/a, Štore",46.2126126,15.3075466
1427,"Gobec Drago, Šentjanž nad Štorami 26",46.1973415,15.3280804
1428,"OŠ Štore, Ul. Cvetke Jerin 5, Štore",46.2219733,15.3093585
1429,"Župnišče Svetina, Svetina 13, Štore",46.1862605,15.3046129
1430,"OŠ A. Bezenška Frankolovo, Frankolovo 11 ",46.3291188,15.3152846
1431,"Kračun Martin, Bezenškovo Bukovje 9/a",46.3291964,15.3476762
1432,"Karo Janez, Lindek 7, Frankolovo",46.3460125,15.3227273
1433,"GD Frankolovo, Stražica 2, Frankolovo",46.3321205,15.3158713
1435,"Gasilski dom Socka, Socka 64",46.3436167,15.2724063
1436,"GD Lemberg, Lemberg pri Novi Cerkvi  19",46.2993376,15.2437628
1437,"OŠ Vojnik, Prušnikova ul. 14, Vojnik",46.2899776,15.3053203
1438,"OŠ Vojnik, Prušnikova ul. 14, Vojnik",46.2899776,15.3053203
1440,"Florjan Rečnik, Razgor 18b, Vojnik",46.2730719,15.3426363
1441,"Avto Čepin, Pot v Lešje 1, Vojnik",46.2815794,15.3022384
1442,"Društveni prostori v KD Dobrna,Dobrna 1/a,Dobrna",46.1199444,14.8153333
1443,"KD Dobrna, Dobrna 1/a, Dobrna",46.3336144,15.222944
1444,"OŠ Dobrna, Dobrna 1, Dobrna",46.3337101,15.2235807
1448,"Dom krajanov, Zagrad 90, Celje",46.2151598,15.2654486
1449,"III.OŠ Celje - telovadnica, Vodnikova  4, Celje",46.2301299,15.2643756
1450,"III.OŠ Celje - telovadnica, Vodnikova 4, Celje",46.2301299,15.2643756
1453,"Sedež KS Medlog, Babno 3a, Celje",46.2409952,15.2406299
1454,"Plava laguna, Ljubljanska  cesta 58, Celje",46.2298025,15.2611604
1455,"Zarja Trnovlje, Kulturniška ulica 4, Celje",46.2431626,15.2890324
1456,"KS Trnovlje pri Celju, Trnoveljska  82, Celje",46.252671,15.2934183
1457,"Dijaški dom, Ljubljanska cesta 21, Celje",46.2326504,15.2563767
1459,"Šolski center Celje, Pot na Lavo 22, Celje",46.235529,15.2569404
1465,"Dom KS Vinska Gora, Vinska Gora 31b",46.3435558,15.1714098
1466,"POŠ Trje, Galicija 18e",46.2853602,15.197606
1467,"PGD Velika Pirešica, Pernovo 16",46.2874535,15.1874242
1468,"POŠ Ponikva, Ponikva pri Žalcu 17",46.3125183,15.141453
1469,"Prostori KS Gotovlje, Gotovlje 40",46.2589978,15.1554611
1472,"Tavčar Alojz, Zg. Grušovlje 18",46.2745381,15.1080608
1473,Dom Podeželskega društva Grče,46.1199444,14.8153333
1477,"Avtohiša Kos, Ločiška c. 10, Polzela",46.2618877,15.1003274
1478,"DK Andraž, Andraž nad Polzelo 36",46.3362343,15.0690663
1479,"Savinov salon Žalec, Šlandrov trg 25,  Žalec",46.2517106,15.1672282
1480,"Knjižnica Žalec - volišče I, Aškerčeva 9a, Žalec",46.2535725,15.1628189
1481,"Knjižnica Žalec - volišče II, Aškerčeva 9a, Žalec",46.2535725,15.1628189
1482,"GD Ložnica, Ložnica pri Žalcu 24",46.2609278,15.1716767
1483,"DK Vrbje, Vrbje 68",45.8249502,15.4706454
1484,"OŠ Liboje, Liboje 122",46.2130436,15.1914323
1485,"KS Liboje, Kasaze 110",46.2204226,15.1862776
1486,"OŠ Petrovče, Petrovče 32",46.2452732,15.1877587
1487,"GD Arja vas, Arja vas 62a",46.2511035,15.1903761
1488,"DK Mala Pirešica, Mala Pirešica bš",46.2719231,15.192532
1489,"GD Drešinja vas, Drešinja vas 4a",46.2473508,15.2031844
1490,"Vrtec Levec, Levec 46a",46.2407484,15.217976
1491,"OŠ Griže I, Griže 1a",46.2295811,15.1544868
1492,"GD Zabukovica, Zabukovica 59b",46.2121473,15.158441
1494,"Dom kulture Šešče, Šešče pri Preboldu 51",46.238423,15.1230447
1495,"GD Matke, Matke 76a",46.2187432,15.1161158
1496,"OŠ Prebold, Graščinska c. 7, Prebold",46.235905,15.0922169
1497,"DC Marof (Režajeva domačija), Dolenja vas 47",46.1964024,14.1970927
1498,"GD Latkova vas, Latkova vas 41 ",46.2472532,15.09622
1499,"GD Kaplja vas, Kaplja vas 55",46.240776,15.0793254
1500,"GD Sv. Lovrenc, Sv. Lovrenc 25",46.2360183,15.109654
1501,"PD Marija Reka, Marija Reka 35",46.2063255,15.0639336
1502,"GD Trnava, Trnava 9",46.2549142,15.0685841
1503,"Dom kulture Braslovče I, Braslovče 2a",46.2857475,15.0413619
1504,"GD Parižlje, Parižlje 13",46.2811488,15.0597359
1505,"GD Dobrovlje, Dobrovlje 8a",46.3504058,15.405073
1506,"DK Gomilsko, Gomilsko 22a",46.2506774,15.0446083
1507,"ŠD Šmatevž, Šmatevž 29b",46.2593732,15.0366025
1508,"GD Grajska vas, Grajska vas 15",46.2419901,15.0554202
1509,"KD Letuš, Letuš 67a",46.3169008,15.0191743
1510,"DK Tabor, Tabor 25",45.8797555,13.7401898
1511,"GD Kapla, Kapla 45a",46.2480539,15.0066337
1512,"GD Loke, Loke 21",45.9614078,13.6984844
1513,"KD Vransko, Vransko 134",46.2462045,14.9520153
1514,"GD Tešova, Tešova 14b",46.2551458,14.9491238
1515,"GD Ločica, Ločica pri Vranskem 49",46.2279699,14.9428702
1516," Kamp Podgrad, Prapreče 30, 3305 Vransko",46.2441413,14.9426836
1517,"Alojz Ferme, Limovce 3",46.19585,14.92265
1518,"GD Prekopa, Prekopa 9",46.2490629,14.9888621
1519,"DK Čeplje, Čeplje 13b",45.539086,15.0458362
1520,"Dom kulture Braslovče II, Braslovče 2a",46.2857475,15.0413619
1521,"OŠ Griže II, Griže 1a",46.2295811,15.1544868
1526,"GD Radmirje, Radmirje 43",46.3249141,14.847139
1527,"GD Okonina, Okonina 21",46.3260504,14.8684931
1528,"OŠ Luče, Luče 77",46.3553576,14.7451413
1529,"Gostilna Struge, Raduha 1",46.3725525,14.7504853
1530,"Gostilna Polanšek, Podvolovljek 35",46.3032298,14.6932937
1532,"OŠ Mozirje, Mozirje, Šolska ul. 23",46.3351268,14.9558333
1533,"Kmetija Levc, Loke pri Mozirju 19",46.3255156,14.9570056
1535,"Šola Lepa Njiva, Lepa Njiva 87",46.3608056,14.9797592
1536,"Šola Šmihel, Šmihel nad Mozirjem 28",46.3773368,14.9537276
1537,"Kmetija Žagar, Dobrovlje pri Mozirju 17",46.3220268,14.9665544
1538,"Medgeneracijski center, Rečica ob Savinji 61",46.324021,14.9229205
1539,"Gostilna Markelj, Spodnja Rečica 63",46.3160305,14.9344603
1540,"Tehnično pregledni center A.M. Miklavc, Nizka 21",46.315597,14.9124141
1541,"GD Spodnje Pobrežje, Sp. Pobrežje 2",46.2960252,14.8875358
1542,"GD Lačja vas, Lačja vas 8",46.2908768,14.8703009
1543,"Šola Šmartno ob Dreti, Šmartno ob Dreti 27",46.2834704,14.8887973
1545,"DK Bevče, Bevče 24",46.3569652,15.1479575
1546,"OŠ Cirkovce, Škalske Cirkovce 11",46.3932413,15.1247709
1547,"DK Paka, Paka pri Velenju 68",46.3765916,15.141707
1548,"DK Šentilj, Arnače 1",46.3357699,15.1226235
1549,"GD Škale, Škale 85",46.3872167,15.1062164
1550,"Sejna dvorana MO Velenje, Titov trg 1",45.5483996,13.7296556
1552,"DK Konovo, Konovska c. 21",46.3692823,15.1217755
1554,"Stara vas - Dom KS Stara vas, Koroška 40b",46.5911654,15.0133341
1555,"OŠ Gorica I, Goriška c. 48",45.88697,13.8921172
1556,"OŠ Gorica II, Goriška c. 48",45.88697,13.8921172
1557,"KS Gorica, Goriška c. 46",45.8869955,13.8922904
1558,"DK Šmartno, Šmarska c. 24 a",46.3642828,15.1210316
1559,"Prostor MČ LBV I, Kardeljev trg 7",46.3614118,15.1202604
1560,"Prostor MČ LBV II, Kardeljev trg 5",46.3612768,15.120338
1561,"OŠ Šalek, Šalek 87",46.3641239,15.1262792
1562,"OŠ Bele Vode, Bele Vode 18a",46.4114902,14.9603915
1563,"GD Gaberke, Gaberke 100",46.3985438,15.0800925
1564,"GD Paška vas, Paška vas 9b",46.3416472,15.0162574
1565,"KD Gorenje, Gorenje 2",45.671358,14.8541336
1566,"DKS Lokovica, Lokovica 144",46.363579,15.0554339
1567,"OŠ Plešivec, Plešivec 32",46.0609608,15.460259
1568,"Avto Korelc, Podkraj pri Velenju 10r",46.3547438,15.0913479
1569,"KS Kavče, Kavče 15",45.7800068,15.2698076
1570,"ND REKS, Ravne 195",45.9161783,13.7846256
1573,"KD Šmartno ob Paki, Šmartno ob P. 69",46.329884,15.0333868
1574,"MC Šmartno ob Paki, Šmartno ob P. 13",46.329884,15.0333868
1575,"OŠ Bratov Letonja, Šmartno ob P. 117",46.329884,15.0333868
1576,"OŠ Šoštanj I., Koroška c. 7",46.5575789,15.6433845
1577,"OŠ Šoštanj II., Koroška c. 7",46.5575789,15.6433845
1578,"DK Topolšica, Topolšica 81a",46.4009249,15.0197689
1579,"Lajšanka, Topolšica 199e",46.4007361,15.0413528
1580,"OŠ MPT I., Kidričeva c. 21",46.1679811,14.3183703
1581,"OŠ MPT II., Kidričeva c. 21",46.1679811,14.3183703
1582,"Prostori MČ DB I., Kersnikova 1",46.0553352,14.5035447
1583,"Prostori MČ DB II, Kersnikova 1",46.0553352,14.5035447
1584,"Telovadnica OŠ  Pesje, Ul. Pohorskega b. 12",46.0790762,14.508258
1585,"Vila Bianca, Stari trg 3",46.0483467,14.5062402
1586,"VD Zavodnje, Zavodnje 27a",46.4244221,15.0170468
1587,"PGD Dovže, Dovže 50",46.4625407,15.1656836
1588,"PC Lopan, Šolska c. 55",46.4446785,15.1952452
1590,"OŠ Završe, Završe 55",46.4216954,15.159628
1591,"ŠD Dolič, Gornji Dolič 42A",46.4247574,15.1878677
1592,"OŠ Dolič, Srednji Dolič 4",46.4207844,15.2173785
1593,"Bivši MKC, Celjska c. 22",46.2292975,15.5156208
1594,"DU Slovenj Gradec, Šolska ul. 10",46.5565889,15.5813357
1595,"VDC Slovenj Gradec, Prešernova ul. 3B",46.5144741,15.0841175
1596,"Prva OŠ, Šercerjeva ul. 7",45.7874629,14.3647226
1597,"KD Stari Trg, Stari trg 32",46.0468719,14.5064078
1598,"OŠ Pameče, Pameče 134",46.5288176,15.082857
1599,"Gradišče Prošt, Gradišče 38",45.8946095,13.8961099
1600,"OŠ Sele Vrhe, Sele 1",46.517072,15.0411136
1601,"Klančnik Sele, Sele 21",46.5018073,15.0261755
1602,"OŠ Podgorje, Podgorje 172",45.5297499,13.9514932
1605,"OŠ Šmiklavž, Vodriž 8",46.4530475,15.1096451
1607,"PGD Turiška vas, Turiška vas 19B",46.4725946,15.1312637
1608,"PGD Golavabuka, Tomaška vas 7",46.4795762,15.122718
1609,"PGD Legen, Legen 126",46.4987539,15.1096769
1610,"Vornšek Raduše, Raduše 36",46.4793661,15.0582897
1611,"Vrtec Slovenj Gradec, Maistrova ul. 2A",46.0548891,14.5174828
1612,"Občina Črna na Koroškem, Center 101",46.0514988,14.5061079
1613,"Koroška kmetijska zadruga, Rudarjevo 5a, Črna ",46.4739669,14.8506062
1614,"Pri Plazniku V Bistri, Bistra 14, Črna na Koroškem",46.4448744,14.7986899
1615,"OŠ Koprivna, Koprivna 10, Črna na Koroškem",46.4580797,14.7517236
1616,"Prhanija-Ludranski Vrh, Ludranski vrh 13a, Črna ",46.4464452,14.8758765
1617,"Helena-Pisarna Vaške Skupnosti, Podpeca 21, Črna",46.4831609,14.8267688
1618,"TIC Topla, Podpeca 78, Črna na Koroškem",46.4664601,14.8044193
1619,"""Pri Juvanu"" Javorje, Javorje 24, Črna na Koroškem",46.4575385,14.9327278
1620,"Knjižnica Žerjav, Žerjav 21, Črna na Koroškem",46.4859381,14.8721315
1622,"Občina Mežica, Trg svobode 1, Mežica",46.5210812,14.8522775
1623,"Narodni dom Mežica , Trg 4.aprila 4, Mežica",46.517111,14.8545884
1624,"Večnamenska dvorana Kotlje, Kotlje 7k, Kotlje",46.5208989,14.9862474
1625,"Brdinje-Podvratnik, Brdinje 78, Ravne na Koroškem",46.5361139,14.982617
1628,"OŠ Prežihovega Voranca 1, Gozdarska pot 11, Ravne",46.5401439,14.9615036
1629,"OŠ Prežihovega Voranca 2, Gozdarska pot 11, Ravne",46.5401439,14.9615036
1634,"""KMETIJA LIZI"",  Zelen breg 8, Ravne na Koroškem",46.5749584,14.929947
1635,"OŠ Strojna, Strojna 22, Ravne na Koroškem",46.5959173,14.9138865
1637,"Oš Prevalje 1, Polje 4, Prevalje",46.5476495,14.9227882
1638,"Oš Prevalje 2, Polje 4, Prevalje",46.5476495,14.9227882
1639,"Družbeni dom Prevalje 1, Trg 2a, Prevalje",46.5461329,14.91774
1640,"Družbeni dom Prevalje 2, Trg 2a, Prevalje",46.5461329,14.91774
1641,"Družbeni dom Prevalje 3, Trg 2a, Prevalje",46.5461329,14.91774
1642,"Družbeni dom Prevalje 4, Trg 2a, Prevalje",46.5461329,14.91774
1643,"Poljana - Bistro kocka, Poljana 20a, Prevalje",46.5451037,14.873659
1644,"OŠ Šentanel, Šentanel 13, Prevalje",46.572473,14.8767627
1645,"OŠ Leše, Leše 68a, Prevalje",46.5303565,14.9028886
1646,"OŠ Holmec, Dolga brda 37a, Prevalje",46.5529871,14.8653209
1647,"Gasilski dom Kotlje, Kotlje 4a, Kotlje",46.521898,14.9869602
1648,"Občina Dravograd, Trg 4. julija 7, Dravograd",46.5892001,15.0228819
1649,"OŠ Dravograd, Trg 4. julija 64, Dravograd",46.5890479,15.019929
1650,"UE Dravograd, Meža 10, Dravograd",46.5866267,15.0248706
1651,"FURS urad Dravograd, Mariborska c. 3, Dravograd",46.5900649,15.0270444
1652,"Vrtec Robindvor, Robindvor 60, Dravograd",46.5929749,15.0276124
1653,"Športni park Vič, Vič, Dravograd",46.6018479,15.0010208
1657,"OŠ Šentjanž pri Dravogradu, Šentjanž 88",46.01476,15.1651969
1658,"Podružnična šola Trbonje, Trbonje 26, Trbonje",46.5996385,15.1056748
1660,"GD Črneče, Črneče 145, Dravograd",46.5879722,14.9997275
1661,"Dvorana Kienhofen, Glavni trg 17, Muta",46.6090577,15.1628709
1662,"Godbeni dom Muta, Livarska ul. 4, Muta",46.6118611,15.1667211
1663,"Dvorana Gortina, Gortina 71, Muta",46.6092996,15.139558
1664,"Glasbeni dom Bistriški jarek, Pernice 10a, Muta",46.6403369,15.1310756
1665,"KD Podvelka, Podvelka 55, Podvelka",46.5891068,15.3275874
1666,"OŠ Brezno-Podvelka, Brezno 78, Podvelka",46.5931657,15.3180824
1667,"Dvorana Ožbalt, Ožbalt 3, Ožbalt",46.5837683,15.391538
1668,"Podružnična šola Kapla, Sp. Kapla 2, Kapla",46.6368651,15.3760865
1671,"KD Josipdol, Josipdol 29, Ribnica na Pohorju",46.5312681,15.290653
1672,"ZD Radlje ob Dravi, Mariborska c. 37",46.4559299,15.6739313
1673,"DRU Radlje ob Dravi, Mariborska c. 26",46.4562926,15.6758001
1674,"OŠ Radlje ob Dravi, Koroška c. 17, Radlje ob Dravi",46.6137979,15.2203212
1675,"Ribiški dom Radlje ob Dravi, Zg. Vižinga 1",46.6066999,15.2042664
1676,"Bar Vas, Vas 32, Radlje ob Dravi",46.6271057,15.2674862
1678,"VD Vuhred, Vuhred 1, Vuhred",46.5956307,15.2318806
1679,"Dvorana KS Remšnik, Remšnik 5, Podvelka",46.6254131,15.2999399
1680,"OŠ Vuzenica, Mladinska ul. 3, Vuzenica",46.6001943,15.1652932
1681,"Kulturno upravni center, Sejmarska ul. 2, Vuzenica",46.5967404,15.1624336
1682,"Društveni prostori Sv. Vid, Sv. Vid bš, Vuzenica",46.6031195,15.18822
1685,"OŠ Loka, Kidričeva ul. 18, 8340 Črnomelj",45.5660365,15.1886326
1686,"ŠDNŠ Bela krajina, Pri stadionu 2, 8340 Črnomelj",45.5663398,15.1911052
1687,"Črnomelj trgovina NINA,Prečna ul.4, 8340 Črnomelj",45.5705343,15.1934439
1689,"DO Črnomelj, Ulica 21.oktobra 10, 8340 Črnomelj",45.578544,15.1877126
1690,"OV Čardak, Čardak 1, 8340 Črnomelj",45.5759188,15.1869412
1691,"GD Vranoviči, Vranoviči 17, 8340 Črnomelj",45.6014523,15.2340541
1692,"KD Adlešiči, Adlešiči 13a, 8341 Adlešiči",45.521734,15.3119543
1693,"GD Žuniči, Žuniči 1a, 8341 Adlešiči",45.4827497,15.3603488
1694,"GD Butoraj, Butoraj 29, 8340 Črnomelj",45.5435814,15.2053967
1695,"GD Dobliče, Dobliče 22, 8340 Črnomelj",45.5586842,15.144002
1696,"Picerija PRI DELIČU, Kanižarica 15a, 8340 Črnomelj",45.5610035,15.1702296
1697,"KD Dragatuš, Dragatuš 19a, 8343 Dragatuš",45.5211994,15.1780163
1698,"GD Tanča Gora, Tanča Gora 17b, 8343 Dragatuš",45.5334408,15.1561678
1699,"M.Nerajec pri J.Panjanu,M.Nerajec 10,8343 Dragatuš",46.1199444,14.8153333
1700,"OŠ Griblje, Griblje 38, 8332 Gradac",45.5716094,15.292106
1701,"Lokve Bar Nina Bela, Lokve 9a, 8340 Črnomelj",45.5975329,15.1747391
1702,"GD Petrova vas, Mihelja vas 4, 8340 Črnomelj",45.6159324,15.1621151
1703,"KS Sinji Vrh, Sinji Vrh 1a, 8344 Vinica",45.4495938,15.1653652
1705,"OŠ Stari trg ob Kolpi, Stari trg ob Kolpi 7",45.4931018,15.0769055
1706,"OŠ Zagozdac, Zagozdac 9, 8342 Stari trg ob Kolpi",45.5254831,15.0626911
1707,"GD Rodine, Rodine 14a, 8340 Črnomelj",45.5987152,15.1444375
1708,"GD Otovec, Otovec 4a, 8340 Črnomelj",45.5925195,15.1648518
1709,"GD Mavrlen, Mavrlen 2a, 8340 Črnomelj",45.5722622,15.1394921
1710,"GD Tribuče, Tribuče 34a, 8340 Črnomelj",45.5464268,15.2464193
1711,"Desinec pri S. Sedlarju, Desinec 1a,8340 Črnomelj",45.5612266,15.2365143
1713,"GD Preloka, Preloka 17, 8344 Vinica",45.4705656,15.3419726
1715,"DK Vinica, Vinica 44, 8344 Vinica",45.4597217,15.2517213
1717,"GD Bojanci, Bojanci 1, 8344 Vinica",45.5032363,15.2476627
1718,"DK Božakovo, Božakovo 24, 8330 Metlika",45.646376,15.3732018
1719,"GD Krivoglavice, Krivoglavice 10, 8332 Gradac",45.6327539,15.2807841
1720,"GD Drašiči, Drašiči 35, 8330 Metlika",45.666015,15.3723622
1721,"GD Grabrovec, Grabrovec 3b, 8330 Metlika",45.6814741,15.3043316
1722,"GD Gradac, Gradac 142, 8332 Gradac",45.6110186,15.2434515
1723,"KS Jugorje, Jugorje pri Metliki 5a, 8331 Suhor",45.6910833,15.2666567
1726,"GD Metlika, Črnomaljska c. 3, 8330 Metlika",45.646529,15.3151187
1728,"OV Metlika, Župančičeva c. 1 , 8330 Metlika",45.6465559,15.3185992
1729,"OOZ Metlika, Partizanski trg 5, 8330 Metlika",45.6518382,15.3172082
1730,"GD Podzemelj, Podzemelj 16b, 8332 Gradac",45.6077446,15.2746602
1731,"GD Krasinec, Krasinec 3b, 8332 Gradac",45.5890353,15.2777304
1732,"OŠ Radovica, Radovica 23, 8330 Metlika",45.6904938,15.35094
1733,"GD Rosalnice, Rosalnice 80, 8330 Metlika",45.6499434,15.3372554
1734,"GD Slamna vas, Slamna vas 8a, 8330 Metlika",45.675101,15.3350509
1735,"GD D. Suhor pri Metliki, D. Suhor pri Metliki 25",45.6837947,15.2812769
1736,"GD Črmošnjice, Črmošnjice 24, 8333 Semič",45.6712397,15.1022695
1737,"GD Cerovec pri Črešnjevcu,Cerov. pri Črešnjevcu 4",46.1199444,14.8153333
1739,"KC Semič, Prosvetna ul. 4, 8333 Semič",45.6509371,15.1802738
1740,"VS Osojnik, Osojnik 23, 8333 Semič",45.679594,15.2129177
1741,"GD Rožni Dol, Rožni Dol 5, 8333 Semič",45.6792846,15.1440141
1742,"GD Stranska vas pri Semiču,Praprot 15, 8333 Semič",45.6513411,15.1870838
1743,"POŠ Štrekljevec, Štrekljevec 2, 8333 Semič",45.6712741,15.2158369
1747,"Hiša žive dediščine - dvorana, Bela Cerkev 6",45.8625924,15.2747904
