,Volilna enota,Volilni_Okraj,ID Volišča,Volišče,Št. volilnih upr.,Udeležba,Odstotek udeležbe,Št. oddanih glasovnic,Št. veljavnih glasovnic,Št. neveljavnih glasovnic,Odstotek preštetih glasovnic,Glasovi ZA,Odstotek glasov ZA,Glasovi PROTI,Odstotek glasov PROTI
954,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,3,"Občina Borovnica, Paplerjeva ul. 22, Borovnica",478,248,0.5188,248,248,0,1.0,94,0.379032,154,0.620968
955,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,5,"GD Breg pri Borovnici 18, Borovnica",383,171,0.4465,171,171,0,1.0,93,0.54386,78,0.45614
956,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,6,"Dom krajanov Dol-Laze, Obrtniška ul.30, Borovnica",627,296,0.4721,296,294,2,1.0,150,0.510204,144,0.489796
957,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,7,"GD Brezovica pri Borovnici 42, Borovnica",467,252,0.5396,252,249,3,1.0,67,0.269076,182,0.730924
958,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,8,"Cankarjev dom Vrhnika, Tržaška c. 25, Vrhnika",1022,381,0.3728,381,381,0,1.0,209,0.548556,172,0.451444
959,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,10,"OŠ I. Cankarja I, Lošca 1, Vrhnika",655,231,0.3527,231,231,0,1.0,140,0.606061,91,0.393939
960,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,11,"OŠ I. Cankarja II, Lošca 1, Vrhnika",429,171,0.3986,171,170,1,1.0,94,0.552941,76,0.447059
961,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,12,"GD Vrhnika, Jelovškova ul. 3, Vrhnika",810,371,0.458,371,370,1,1.0,186,0.502703,184,0.497297
962,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,13,"Elektro Ljubljana, Ljubljanska c. 23, Vrhnika",620,256,0.4129,256,256,0,1.0,147,0.574219,109,0.425781
963,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,14,"OŠ I. Cankarja III, Lošca 1, Vrhnika",962,438,0.4553,438,435,3,1.0,228,0.524138,207,0.475862
964,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,15,"Župnijski vrtec Vrhnika, Hrib 2, Vrhnika",533,253,0.4747,253,252,1,1.0,120,0.47619,132,0.52381
965,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,16,"GD Verd, Verd 100, Vrhnika",756,346,0.4577,346,342,4,1.0,213,0.622807,129,0.377193
966,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,17,"GD Verd, Verd 100, Vrhnika",822,400,0.4866,400,398,2,1.0,195,0.48995,203,0.51005
967,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,18,"Dom krajanov Dragomer, Na Grivi 5, Dragomer",849,405,0.477,405,404,1,1.0,204,0.50495,200,0.49505
968,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,19,"GD Log pri Brezovici,Loška c.18,Log pri Brezovici",635,281,0.4425,281,278,3,1.0,156,0.561151,122,0.438849
969,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,20,"GD Drenov Grič, Drenov Grič 25, Vrhnika",1073,591,0.5508,591,589,2,1.0,246,0.417657,343,0.582343
970,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,21,"Dom KS Stara Vrhnika, Stara Vrhnika 107a, Vrhnika",555,292,0.5261,292,292,0,1.0,122,0.417808,170,0.582192
971,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,22,"KD Bevke, Bevke 17, Log pri Brezovici",811,434,0.5351,434,434,0,1.0,131,0.301843,303,0.698157
972,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,23,"GD Podlipa, Smrečje 7, Vrhnika",659,339,0.5144,339,336,3,1.0,77,0.229167,259,0.770833
973,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,24,"GD Ligojna, Mala Ligojna 18, Vrhnika",493,277,0.5619,277,276,1,1.0,82,0.297101,194,0.702899
974,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,25,"Dom KS Sinja Gorica, bš, Vrhnika",407,162,0.398,162,162,0,1.0,81,0.5,81,0.5
975,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,26,"KS Blatna Brezovica, Blatna Brezovica 12,Vrhnika",283,136,0.4806,136,134,2,1.0,54,0.402985,80,0.597015
976,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,27,"Dom bratstva Zaplana, Zaplana 30",754,349,0.4629,349,349,0,1.0,139,0.398281,210,0.601719
977,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,28,"Dom gasilcev in krajanov, Zavrh pri Borovnici 1",103,61,0.5922,61,60,1,1.0,19,0.316667,41,0.683333
978,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,29,"GD Dragomer-Lukovica, Na Grivi 5, Dragomer",780,442,0.5667,442,437,5,1.0,231,0.528604,206,0.471396
979,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,30,"OŠ I. Cankarja IV, Lošca 1, Vrhnika",720,309,0.4292,309,307,2,1.0,159,0.517915,148,0.482085
980,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,31,"OŠ A.M. Slomška, Pod Hruševco 33, Vrhnika",611,211,0.3453,211,211,0,1.0,131,0.620853,80,0.379147
981,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,32,"GD Log pri Brezovici,Loška c.18,Log pri Brezovici",738,377,0.5108,377,374,3,1.0,180,0.481283,194,0.518717
982,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,901,Predčasno glasovanje,0,528,0.0,528,523,5,1.0,332,0.634799,191,0.365201
983,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,970,OMNIA od: 3002,0,89,0.0,89,89,0,1.0,44,0.494382,45,0.505618
984,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,997,Po pošti v Sloveniji OVK,0,17,0.0,17,17,0,1.0,7,0.411765,10,0.588235
985,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,998,Po pošti v tujini OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
986,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,999,Posebni volilni imenik,940,0,0.0,0,0,0,,0,0.0,0,0.0
987,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,1,"GD Goričica, Goričica pod Krimom 29, Preserje",270,141,0.5222,141,141,0,1.0,46,0.326241,95,0.673759
988,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,3,"GD Kamnik pod K., Kamnik pod Krimom 151a,Preserje",820,441,0.5378,441,438,3,1.0,180,0.410959,258,0.589041
989,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,4,"OŠ Preserje, Preserje 60, Preserje",407,199,0.4889,199,197,2,1.0,79,0.401015,118,0.598985
990,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,5,"KD Podpeč, Jezero 21, Preserje",1085,516,0.4756,516,516,0,1.0,251,0.486434,265,0.513566
991,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,7,"PŠ Rakitna, Rakitna 54, Preserje",627,339,0.5407,339,338,1,1.0,138,0.408284,200,0.591716
992,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,8,"ZDD Notranje Gorice, Podpeška c. 380, Notranje G.",1125,513,0.456,513,512,1,1.0,266,0.519531,246,0.480469
993,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,9,"ZDD Notranje Gorice, Podpeška c. 380, Notranje G.",1045,426,0.4077,426,423,3,1.0,182,0.43026,241,0.56974
994,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,10,"DK Vnanje Gorice, Nova pot 5, Brezovica",1141,555,0.4864,555,553,2,1.0,267,0.482821,286,0.517179
995,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,11,"Osnovna šola Ig, Troštova ul. 24, 1292 Ig",1024,459,0.4482,459,459,0,1.0,186,0.405229,273,0.594771
996,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,12,"Novi GD Ig, Gasilska ulica 39",915,440,0.4809,440,439,1,1.0,225,0.512528,214,0.487472
997,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,13,"PGD Kot, Kot 19",210,112,0.5333,112,110,2,1.0,49,0.445455,61,0.554545
998,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,14,"Družabni objekt""Senožetka"", Iška Loka",222,118,0.5315,118,117,1,1.0,26,0.222222,91,0.777778
999,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,15,"GD Matena, Matena 55",211,118,0.5592,118,118,0,1.0,41,0.347458,77,0.652542
1000,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,16,"GD Golo, Golo 5a",1086,506,0.4659,506,504,2,1.0,285,0.565476,219,0.434524
1001,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,17,"GD Škrilje, Škrilje 32, 1292 Ig",410,191,0.4659,191,191,0,1.0,108,0.565445,83,0.434555
1002,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,18,"GD Brest, Brest 22",237,112,0.4726,112,112,0,1.0,59,0.526786,53,0.473214
1003,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,19,"PŠ Tomišelj, Tomišelj 30",441,202,0.458,202,202,0,1.0,88,0.435644,114,0.564356
1004,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,20,"GD Vrbljene, Vrbljene 57",312,150,0.4808,150,150,0,1.0,60,0.4,90,0.6
1005,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,21,"PGD Iška vas, Iška vas 31",578,282,0.4879,282,282,0,1.0,145,0.514184,137,0.485816
1006,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,23,"GD Barje, Peruzzijeva ul. 101, Ljubljana",1385,648,0.4679,648,644,4,1.0,337,0.523292,307,0.476708
1007,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,24,"GD Barje, Peruzzijeva ul. 101, Ljubljana",1564,666,0.4258,666,664,2,1.0,347,0.52259,317,0.47741
1008,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,26,"Občina Škofljica, Šmarska c. 3, Škofljica",1503,667,0.4438,667,665,2,1.0,277,0.416541,388,0.583459
1009,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,27,"Občina Škofljica, Šmarska c. 3,  Škofljica",1527,595,0.3897,595,595,0,1.0,259,0.435294,336,0.564706
1010,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,29,"PŠ Želimlje, Želimlje 43",397,201,0.5063,201,200,1,1.0,77,0.385,123,0.615
1011,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,30,"""Skedenj"" Pijava Gorica",673,344,0.5111,344,342,2,1.0,161,0.47076,181,0.52924
1012,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,31,"DK Smrjene, Smrjene 8",711,338,0.4754,338,337,1,1.0,171,0.507418,166,0.492582
1013,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,32,"DK Gradišče, Gradišče XIII 3, 1291 Škofljica",1018,422,0.4145,422,419,3,1.0,251,0.599045,168,0.400955
1014,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,33,"Občina Velike Lašče, Levstikov trg 1, Velike Lašče",1037,508,0.4899,508,508,0,1.0,151,0.297244,357,0.702756
1015,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,34,"Občina Velike Lašče, Levstikov trg 1, Velike Lašče",1178,599,0.5085,599,597,2,1.0,208,0.348409,389,0.651591
1016,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,37,"KD Rob, Rob 5, Rob",629,258,0.4102,258,258,0,1.0,105,0.406977,153,0.593023
1017,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,40,"PŠ in vrtec Turjak, Turjak 17B",691,364,0.5268,364,361,3,1.0,139,0.385042,222,0.614958
1018,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,41,"DK Vnanje Gorice, Nova pot 5, Brezovica",921,458,0.4973,458,456,2,1.0,217,0.475877,239,0.524123
1019,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,901,Predčasno glasovanje,0,433,0.0,433,432,1,1.0,198,0.458333,234,0.541667
1020,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,997,Po pošti v Sloveniji OVK,0,35,0.0,35,35,0,1.0,19,0.542857,16,0.457143
1021,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,998,Po pošti v tujini OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1022,VE 3000 - LJUBLJANA CENTER,VO 3003 - LJUBLJANA VIČ-RUDNIK 1,999,Posebni volilni imenik,843,0,0.0,0,0,0,,0,0.0,0,0.0
1023,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,1,"OŠ Trnovo, Karunova ul. 14a, Ljubljana",925,467,0.5049,467,466,1,1.0,277,0.594421,189,0.405579
1024,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,2,"OŠ Trnovo, Karunova ul. 14a, Ljubljana",856,404,0.472,404,403,1,1.0,271,0.672457,132,0.327543
1025,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,3,"OŠ Trnovo, Karunova ul. 14a, Ljubljana",818,402,0.4914,402,399,3,1.0,269,0.674185,130,0.325815
1026,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,4,"OŠ Trnovo, Karunova ul. 14a, Ljubljana",872,401,0.4599,401,399,2,1.0,240,0.601504,159,0.398496
1027,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,5,"OŠ Oskarja Kovačiča, Ob dolenjski železnici 48",1181,596,0.5047,596,591,5,1.0,318,0.538071,273,0.461929
1028,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,6,"OŠ Oskarja Kovačiča, Ob dolenjski železnici 48",1632,820,0.5025,820,817,3,1.0,486,0.594859,331,0.405141
1029,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,8,"OŠ Oskarja Kovačiča, Ob dolenjski železnici 48",1293,524,0.4053,524,520,4,1.0,283,0.544231,237,0.455769
1030,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,9,"OŠ Oskarja Kovačiča, Ob dolenjski železnici 48",1870,733,0.392,733,733,0,1.0,421,0.574352,312,0.425648
1031,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,10,"OŠ Livada, Ul. Dušana Kraigherja 2, Ljubljana",926,320,0.3456,320,319,1,1.0,189,0.592476,130,0.407524
1032,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,11,"OŠ Oskarja Kovačiča, Ob dolenjski železnici 48",1285,594,0.4623,594,592,2,1.0,321,0.54223,271,0.45777
1033,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,12,"OŠ Livada, Ul. Dušana Kraigherja 2, Ljubljana",739,208,0.2815,208,208,0,1.0,115,0.552885,93,0.447115
1034,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,13,"Podružnična šola Lavrica, Kamnikarjeva ul. 6",1233,668,0.5418,667,666,1,1.0,373,0.56006,293,0.43994
1035,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,14,"GD Orle, Orle 39, Škofljica",191,124,0.6492,124,124,0,1.0,30,0.241935,94,0.758065
1036,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,15,"Podružnična šola Lavrica, Kamnikarjeva ul. 6",1179,495,0.4198,495,494,1,1.0,249,0.504049,245,0.495951
1037,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,16,"OŠ Livada, Ul. Dušana Kraigherja 2, Ljubljana",1011,198,0.1958,198,198,0,1.0,89,0.449495,109,0.550505
1038,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,901,Predčasno glasovanje,0,299,0.0,299,297,2,1.0,190,0.639731,107,0.360269
1039,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,997,Po pošti v Sloveniji OVK,0,25,0.0,25,25,0,1.0,3,0.12,22,0.88
1040,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,998,Po pošti v tujini OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1041,VE 3000 - LJUBLJANA CENTER,VO 3004 - LJUBLJANA VIČ-RUDNIK 2,999,Posebni volilni imenik,1050,0,0.0,0,0,0,,0,0.0,0,0.0
1042,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,1,"DSO, Enota Kolezija, Kopališka ul. 10, Ljubljana",805,371,0.4609,371,370,1,1.0,237,0.640541,133,0.359459
1043,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,2,"OŠ Kolezija, C. v Mestni log 46, Ljubljana",885,433,0.4893,433,429,4,1.0,259,0.60373,170,0.39627
1044,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,3,"Dijaški dom Vič, Gerbičeva ul. 53, Ljubljana",481,204,0.4241,204,203,1,1.0,113,0.55665,90,0.44335
1045,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,4,"OŠ Vič, Tržaška c. 74, Ljubljana",845,345,0.4083,345,344,1,1.0,238,0.69186,106,0.30814
1046,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,5,"OŠ Vič, Tržaška c. 74, Ljubljana",996,431,0.4327,431,429,2,1.0,257,0.599068,172,0.400932
1047,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,6,"OŠ Kolezija, Splitska ul. 13, Ljubljana",357,186,0.521,186,186,0,1.0,111,0.596774,75,0.403226
1048,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,7,"Gasilski dom Lj.-Trnovo, C. v Mestni log 31",819,455,0.5556,455,454,1,1.0,275,0.605727,179,0.394273
1049,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,8,"Biotehnični izobraž. center, C. v Mestni log 47",1076,596,0.5539,596,595,1,1.0,403,0.677311,192,0.322689
1050,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,9,"JP VOKA SNAGA d.o.o., C. dveh cesarjev 111",677,153,0.226,153,153,0,1.0,85,0.555556,68,0.444444
1051,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,10,"Prostori MOL, Tbilisijska ul. 22a, Ljubljana",893,423,0.4737,423,420,3,1.0,244,0.580952,176,0.419048
1052,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,11,"Prostori MOL, Tbilisijska ul. 22a, Ljubljana",755,323,0.4278,321,317,4,1.0,191,0.602524,126,0.397476
1053,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,12,"OŠ Vič, Abramova ul. 26, Ljubljana",941,455,0.4835,455,453,2,1.0,254,0.560706,199,0.439294
1054,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,13,"OŠ Vič, Abramova ul. 26, Ljubljana",901,438,0.4861,438,438,0,1.0,276,0.630137,162,0.369863
1055,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,14,"OŠ Vič, Abramova ul. 26, Ljubljana",917,352,0.3839,352,350,2,1.0,211,0.602857,139,0.397143
1056,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,15,"OŠ Vič, Abramova ul. 26, Ljubljana",952,398,0.4181,398,396,2,1.0,248,0.626263,148,0.373737
1057,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,16,"OŠ Vrhovci, C. na Bokalce 1, Ljubljana",902,417,0.4623,417,417,0,1.0,236,0.565947,181,0.434053
1058,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,17,"OŠ Vrhovci, C. na Bokalce 1, Ljubljana",750,393,0.524,393,392,1,1.0,197,0.502551,195,0.497449
1059,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,18,"OŠ Vič, Abramova ul. 26, Ljubljana",771,302,0.3917,302,302,0,1.0,212,0.701987,90,0.298013
1060,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,19,"OŠ Vrhovci, C. na Bokalce 1, Ljubljana",777,349,0.4492,349,348,1,1.0,225,0.646552,123,0.353448
1061,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,901,Predčasno glasovanje,0,391,0.0,391,390,1,1.0,264,0.676923,126,0.323077
1062,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,997,Po pošti v Sloveniji OVK,0,13,0.0,13,13,0,1.0,7,0.538462,6,0.461538
1063,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,998,Po pošti v tujini OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1064,VE 3000 - LJUBLJANA CENTER,VO 3005 - LJUBLJANA VIČ-RUDNIK 3,999,Posebni volilni imenik,998,0,0.0,0,0,0,,0,0.0,0,0.0
1065,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,1,"OŠ Brezovica pri Lj., Šolska ul. 15, Brezovica",1269,575,0.4531,575,574,1,1.0,280,0.487805,294,0.512195
1066,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,2,"OŠ Brezovica pri Lj., Šolska ul. 15, Brezovica",1123,495,0.4408,495,491,4,1.0,266,0.541752,225,0.458248
1067,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,3,"OŠ Dobrova, Cesta 7.maja 20, Dobrova",1050,571,0.5438,571,569,2,1.0,256,0.449912,313,0.550088
1068,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,4,"Poslovni prostor Koprivec, Brezje 10, Dobrova",352,185,0.5256,185,183,2,1.0,57,0.311475,126,0.688525
1069,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,6,"Športni center Gabrje, Gabrje bš, Dobrova",897,458,0.5106,458,455,3,1.0,213,0.468132,242,0.531868
1070,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,7,"PGD Hruševo, Hruševo 2a, Dobrova",419,238,0.568,238,238,0,1.0,98,0.411765,140,0.588235
1071,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,9,"PGD Podsmreka, Podsmreka 58, Dobrova",495,259,0.5232,259,258,1,1.0,76,0.294574,182,0.705426
1072,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,10,"PGD Vrzdenec, Vrzdenec 101, Horjul",405,221,0.5457,221,219,2,1.0,67,0.305936,152,0.694064
1073,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,11,"PGD Žažar, Žažar 24, Horjul",150,108,0.72,108,108,0,1.0,7,0.064815,101,0.935185
1074,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,12,"PGD Podolnica, Podolnica 50, Horjul",300,174,0.58,174,173,1,1.0,49,0.283237,124,0.716763
1075,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,13,"PGD Zaklanec, Zaklanec 2c, Horjul",156,81,0.5192,81,81,0,1.0,15,0.185185,66,0.814815
1076,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,14,"OŠ Horjul, Šolska ul. 44, Horjul",704,391,0.5554,391,386,5,1.0,65,0.168394,321,0.831606
1077,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,15,"OŠ Horjul, Šolska ul. 44, Horjul",562,292,0.5196,292,291,1,1.0,65,0.223368,226,0.776632
1078,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,16,"Dom Ivana Cankarja, Šentjošt 13, Horjul",364,283,0.7775,283,281,2,1.0,23,0.081851,258,0.918149
1079,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,17,"PGD Butajnova-Planina, Butajnova 20g, Horjul",265,158,0.5962,158,155,3,1.0,24,0.154839,131,0.845161
1080,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,19,"OŠ Polh. Gradec, Polhov Gradec 95, Polhov Gradec",1206,651,0.5398,651,651,0,1.0,188,0.288786,463,0.711214
1081,VE 3000 - LJUBLJANA CENTER,VO 3006 - LJUBLJANA VIČ-RUDNIK 4,20,"PGD Dvor, Dvor pri Polh. Grad. 23, Polhov Gradec",570,275,0.4825,275,274,1,1.0,92,0.335766,182,0.664234
