,Volilna enota,Volilni_Okraj,ID Volišča,Volišče,Št. volilnih upr.,Udeležba,Odstotek udeležbe,Št. oddanih glasovnic,Št. veljavnih glasovnic,Št. neveljavnih glasovnic,Odstotek preštetih glasovnic,dr. Anže Logar- št. glasov,dr. Anže Logar- odstotek,Nataša Pirc Musar- št. glasov,Nataša Pirc Musar- odstotek
152,VE 1000 - KRANJ,VO 1005 - KRANJ 2,11,"Orehek I, Osnovna šola, Zasavska cesta 53 a,Kranj",1000,542,0.542,542,537,5,1.0,267,0.497207,270,0.502793
153,VE 1000 - KRANJ,VO 1005 - KRANJ 2,12,"Orehek II, Osnovna šola, Zasavska cesta 53a,Kranj",1251,602,0.4812,602,597,5,1.0,221,0.370184,376,0.629816
154,VE 1000 - KRANJ,VO 1005 - KRANJ 2,13,"Breg ob Savi, GD, Breg ob Savi 34, Mavčiče",420,265,0.631,265,264,1,1.0,171,0.647727,93,0.352273
155,VE 1000 - KRANJ,VO 1005 - KRANJ 2,14,"Mavčiče, KS Mavčiče, Mavčiče 69, Mavčiče",731,460,0.6293,460,455,5,1.0,296,0.650549,159,0.349451
156,VE 1000 - KRANJ,VO 1005 - KRANJ 2,15,"Podreča, Krelj Thomas, Podreča 74, Mavčiče",418,235,0.5622,235,234,1,1.0,104,0.444444,130,0.555556
157,VE 1000 - KRANJ,VO 1005 - KRANJ 2,16,"Žabnica, GD, Žabnica 29, Žabnica",595,373,0.6269,373,368,5,1.0,224,0.608696,144,0.391304
158,VE 1000 - KRANJ,VO 1005 - KRANJ 2,17,"Bitnje II, GD, Zg. Bitnje 33, Žabnica",683,335,0.4905,335,332,3,1.0,176,0.53012,156,0.46988
159,VE 1000 - KRANJ,VO 1005 - KRANJ 2,18,"Zgornje Bitnje, GD, Zg. Bitnje 33, Žabnica",1182,613,0.5186,613,610,3,1.0,275,0.45082,335,0.54918
160,VE 1000 - KRANJ,VO 1005 - KRANJ 2,19,"Pševo, DKS Jošt, Pševo 3, Kranj",219,136,0.621,136,132,4,1.0,78,0.590909,54,0.409091
161,VE 1000 - KRANJ,VO 1005 - KRANJ 2,20,"Sp. Besnica, GD Besnica, Na hribu 7, Zg. Besnica",1521,885,0.5819,885,874,11,1.0,483,0.552632,391,0.447368
162,VE 1000 - KRANJ,VO 1005 - KRANJ 2,21,"Podblica, GD Podblica, Podblica 2, Zg. Besnica",229,160,0.6987,160,160,0,1.0,84,0.525,76,0.475
163,VE 1000 - KRANJ,VO 1005 - KRANJ 2,901,Predčasno glasovanje,1,1440,0.0,1440,1434,6,1.0,506,0.352859,928,0.647141
164,VE 1000 - KRANJ,VO 1005 - KRANJ 2,997,Pošta doma OVK,0,45,0.0,45,45,0,1.0,18,0.4,27,0.6
165,VE 1000 - KRANJ,VO 1005 - KRANJ 2,9971000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
166,VE 1000 - KRANJ,VO 1005 - KRANJ 2,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
167,VE 1000 - KRANJ,VO 1005 - KRANJ 2,998,Pošta tujina OVK,0,16,0.0,16,14,2,1.0,2,0.142857,12,0.857143
168,VE 1000 - KRANJ,VO 1005 - KRANJ 2,9981000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
169,VE 1000 - KRANJ,VO 1005 - KRANJ 2,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
170,VE 1000 - KRANJ,VO 1005 - KRANJ 2,999,Posebni volilni imenik,1067,0,0.0,0,0,0,,0,0.0,0,0.0
171,VE 1000 - KRANJ,VO 1006 - KRANJ 3,1,"Volišče Adergas, Adergas 12",296,201,0.6791,201,200,1,1.0,145,0.725,55,0.275
172,VE 1000 - KRANJ,VO 1006 - KRANJ 3,2,"Cerklje na Gor. I, OŠ D.Jenko,Krvavška c.4",1058,645,0.6096,644,637,7,1.0,387,0.607535,250,0.392465
173,VE 1000 - KRANJ,VO 1006 - KRANJ 3,3,"Cerklje na Gor. II, OŠ D.Jenko, Krvavška c. 4",919,589,0.6409,589,580,9,1.0,335,0.577586,245,0.422414
174,VE 1000 - KRANJ,VO 1006 - KRANJ 3,4,"Češnjevek, Vaški dom, Češnjevek 11 a",135,80,0.5926,80,77,3,1.0,59,0.766234,18,0.233766
175,VE 1000 - KRANJ,VO 1006 - KRANJ 3,5,"Lahovče, Gasilski dom, Lahovče 74",346,232,0.6705,232,232,0,1.0,150,0.646552,82,0.353448
176,VE 1000 - KRANJ,VO 1006 - KRANJ 3,6,"Praprotna polica, Vaški dom Praprotna polica",161,124,0.7702,124,124,0,1.0,103,0.830645,21,0.169355
177,VE 1000 - KRANJ,VO 1006 - KRANJ 3,7,"Poženik, Vaški dom Poženik, Poženik 6",420,262,0.6238,262,259,3,1.0,170,0.656371,89,0.343629
178,VE 1000 - KRANJ,VO 1006 - KRANJ 3,8,"Spodnji Brnik, Gasilski dom Sp.Brnik, Sp.Brnik 5a",483,312,0.646,312,306,6,1.0,216,0.705882,90,0.294118
179,VE 1000 - KRANJ,VO 1006 - KRANJ 3,9,"Šenturška Gora, Krajevni dom, Šenturška Gora 11",537,313,0.5829,313,310,3,1.0,177,0.570968,133,0.429032
180,VE 1000 - KRANJ,VO 1006 - KRANJ 3,10,"Štefanja Gora, Gasilski dom, Štefanja Gora 30",90,82,0.9111,82,81,1,1.0,58,0.716049,23,0.283951
181,VE 1000 - KRANJ,VO 1006 - KRANJ 3,11,"Velesovo, Gasilski dom, Velesovo 53",296,187,0.6318,187,186,1,1.0,121,0.650538,65,0.349462
182,VE 1000 - KRANJ,VO 1006 - KRANJ 3,12,"Zalog, Osnovna šola, Zalog pri Cerkljah 29",580,361,0.6224,361,359,2,1.0,214,0.5961,145,0.4039
183,VE 1000 - KRANJ,VO 1006 - KRANJ 3,13,"Zgornji Brnik, Gasilski dom, Zgornji Brnik 8",554,367,0.6625,367,365,2,1.0,211,0.578082,154,0.421918
184,VE 1000 - KRANJ,VO 1006 - KRANJ 3,14,"Golnik, Kranjski vrtci-Enota Ostržek, Golnik 54",868,422,0.4862,422,415,7,1.0,143,0.344578,272,0.655422
185,VE 1000 - KRANJ,VO 1006 - KRANJ 3,15,"Goriče,OŠ S.Jenko-telovadnica,Srednja vas-Goriče1",568,358,0.6303,358,350,8,1.0,207,0.591429,143,0.408571
186,VE 1000 - KRANJ,VO 1006 - KRANJ 3,16,"Hrastje, Športni center Graben, Hrastje 209",825,469,0.5685,469,463,6,1.0,248,0.535637,215,0.464363
187,VE 1000 - KRANJ,VO 1006 - KRANJ 3,17,"Tenetiše, Dom druž. pol. org., Tenetiše 80",337,204,0.6053,204,203,1,1.0,104,0.512315,99,0.487685
188,VE 1000 - KRANJ,VO 1006 - KRANJ 3,18,"Trstenik, Dom krajevne skupnosti, Trstenik 8 a",600,402,0.67,402,400,2,1.0,237,0.5925,163,0.4075
189,VE 1000 - KRANJ,VO 1006 - KRANJ 3,19,"Duplje, Gasilski dom Duplje, Zgornje Duplje 8",920,600,0.6522,600,591,9,1.0,266,0.450085,325,0.549915
190,VE 1000 - KRANJ,VO 1006 - KRANJ 3,20,"Naklo I, Dom Janeza Filipiča, Kranjska c.1, Naklo",1383,869,0.6283,869,856,13,1.0,419,0.489486,437,0.510514
191,VE 1000 - KRANJ,VO 1006 - KRANJ 3,21,"Naklo II, Večnamenski objekt Naklo, Stara c. 61  ",1152,711,0.6172,711,696,15,1.0,433,0.622126,263,0.377874
192,VE 1000 - KRANJ,VO 1006 - KRANJ 3,22,"Podbrezje, Kulturni dom, Podbrezje 147",753,436,0.579,436,425,11,1.0,243,0.571765,182,0.428235
193,VE 1000 - KRANJ,VO 1006 - KRANJ 3,23,"Bašelj, Brunarica TD Bašelj",403,247,0.6129,247,243,4,1.0,146,0.600823,97,0.399177
194,VE 1000 - KRANJ,VO 1006 - KRANJ 3,24,"Kokra, Osnovna šola, Kokra 23",213,118,0.554,118,118,0,1.0,67,0.567797,51,0.432203
195,VE 1000 - KRANJ,VO 1006 - KRANJ 3,25,"Preddvor, Večnamenski INFO center, Dvorski trg 3",1178,690,0.5857,690,680,10,1.0,385,0.566176,295,0.433824
196,VE 1000 - KRANJ,VO 1006 - KRANJ 3,26,"Tupaliče, Pension Zaplata, Tupaliče 32",491,313,0.6375,313,308,5,1.0,186,0.603896,122,0.396104
197,VE 1000 - KRANJ,VO 1006 - KRANJ 3,27,"Zgornja Bela, Dom krajanov, Zgornja Bela 67",633,385,0.6082,385,384,1,1.0,211,0.549479,173,0.450521
198,VE 1000 - KRANJ,VO 1006 - KRANJ 3,28,"Luže, Gasilski dom, Luže 27",220,157,0.7136,157,154,3,1.0,118,0.766234,36,0.233766
199,VE 1000 - KRANJ,VO 1006 - KRANJ 3,29,"Olševek, Gasilsko društvo Olševek, Olševek 18    ",292,194,0.6644,194,194,0,1.0,152,0.783505,42,0.216495
200,VE 1000 - KRANJ,VO 1006 - KRANJ 3,30,"Prebačevo, Gasilski dom, Prebačevo 63",405,235,0.5802,235,232,3,1.0,134,0.577586,98,0.422414
201,VE 1000 - KRANJ,VO 1006 - KRANJ 3,31,"Srednja vas, Gasilski dom, Srednja vas pri Š. 68",607,382,0.6293,382,382,0,1.0,200,0.52356,182,0.47644
202,VE 1000 - KRANJ,VO 1006 - KRANJ 3,32,"Šenčur I, OŠ Šenčur, Pipanova c.43, Šenčur",1157,637,0.5506,637,634,3,1.0,359,0.566246,275,0.433754
203,VE 1000 - KRANJ,VO 1006 - KRANJ 3,33,"Šenčur II, OŠ Šenčur, Pipanova c. 43, Šenčur",1120,680,0.6071,680,671,9,1.0,353,0.52608,318,0.47392
204,VE 1000 - KRANJ,VO 1006 - KRANJ 3,34,"Visoko, Dom krajanov, Visoko 67",1084,661,0.6098,660,647,13,1.0,337,0.520866,310,0.479134
205,VE 1000 - KRANJ,VO 1006 - KRANJ 3,35,"Voglje, Dom vaščanov Voglje, Na vasi 21, Voglje",544,352,0.6471,352,351,1,1.0,234,0.666667,117,0.333333
206,VE 1000 - KRANJ,VO 1006 - KRANJ 3,36,"Voklo, Športno kulturni dom, Voklo 28",395,247,0.6253,247,245,2,1.0,161,0.657143,84,0.342857
207,VE 1000 - KRANJ,VO 1006 - KRANJ 3,37,"Trboje, Dom krajanov, Trboje 39",562,326,0.5801,326,322,4,1.0,189,0.586957,133,0.413043
208,VE 1000 - KRANJ,VO 1006 - KRANJ 3,38,"Sp. Jezersko, Gostilna Kanonir, Sp. Jezersko 5",65,39,0.6,39,37,2,1.0,15,0.405405,22,0.594595
209,VE 1000 - KRANJ,VO 1006 - KRANJ 3,39,"Zg. Jezersko, Korotan, Zgornje Jezersko 57",467,300,0.6424,300,293,7,1.0,122,0.416382,171,0.583618
210,VE 1000 - KRANJ,VO 1006 - KRANJ 3,40,"Hotemaže, Vaški gasilski dom, Hotemaže 80",392,242,0.6173,242,242,0,1.0,148,0.61157,94,0.38843
211,VE 1000 - KRANJ,VO 1006 - KRANJ 3,901,Predčasno glasovanje,0,621,0.0,621,618,3,1.0,271,0.438511,347,0.561489
212,VE 1000 - KRANJ,VO 1006 - KRANJ 3,997,Pošta doma OVK,0,48,0.0,48,48,0,1.0,29,0.604167,19,0.395833
213,VE 1000 - KRANJ,VO 1006 - KRANJ 3,9971000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
214,VE 1000 - KRANJ,VO 1006 - KRANJ 3,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
215,VE 1000 - KRANJ,VO 1006 - KRANJ 3,998,Pošta tujina OVK,0,38,0.0,38,33,5,1.0,16,0.484848,17,0.515152
216,VE 1000 - KRANJ,VO 1006 - KRANJ 3,9981000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
217,VE 1000 - KRANJ,VO 1006 - KRANJ 3,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
218,VE 1000 - KRANJ,VO 1006 - KRANJ 3,999,Posebni volilni imenik,797,0,0.0,0,0,0,,0,0.0,0,0.0
219,VE 1000 - KRANJ,VO 1007 - TRŽIČ,1,"Bistrica I, Osnovna šola Bistrica, Begunjska c. 2",1328,599,0.4511,599,590,9,1.0,220,0.372881,370,0.627119
220,VE 1000 - KRANJ,VO 1007 - TRŽIČ,2,"Bistrica II, Osnovna šola Bistrica, Begunjska c.2",1243,502,0.4039,502,495,7,1.0,192,0.387879,303,0.612121
221,VE 1000 - KRANJ,VO 1007 - TRŽIČ,3,"Brezje, Dom krajanov, Brezje pri Tržiču 55, Tržič",423,229,0.5414,229,226,3,1.0,104,0.460177,122,0.539823
222,VE 1000 - KRANJ,VO 1007 - TRŽIČ,4,"Jelendol, Dom krajanov, Jelendol 8, Tržič",164,79,0.4817,79,79,0,1.0,49,0.620253,30,0.379747
223,VE 1000 - KRANJ,VO 1007 - TRŽIČ,5,"Kovor, Krajevna skupnost, Glavna cesta 24, Kovor",1385,688,0.4968,688,678,10,1.0,331,0.488201,347,0.511799
224,VE 1000 - KRANJ,VO 1007 - TRŽIČ,6,"Križe, Osnovna šola Križe, C. Kokrškega odreda 16",842,440,0.5226,440,433,7,1.0,218,0.503464,215,0.496536
225,VE 1000 - KRANJ,VO 1007 - TRŽIČ,7,"Leše, Gasilski dom Leše, Leše 3, Tržič ",270,112,0.4148,112,111,1,1.0,53,0.477477,58,0.522523
226,VE 1000 - KRANJ,VO 1007 - TRŽIČ,8,"Lom pod Storžičem,Dom krajanov,Lom pod Storžič.56",465,271,0.5828,271,271,0,1.0,211,0.778598,60,0.221402
227,VE 1000 - KRANJ,VO 1007 - TRŽIČ,9,"Podljubelj, Dom krajanov, Podljubelj 242, Tržič ",706,381,0.5397,381,373,8,1.0,137,0.367292,236,0.632708
228,VE 1000 - KRANJ,VO 1007 - TRŽIČ,10,"Pristava, Fundacija V.Drakslerja, Pristavška c.16",704,365,0.5185,365,361,4,1.0,135,0.373961,226,0.626039
229,VE 1000 - KRANJ,VO 1007 - TRŽIČ,11,"Ravne,Krajevna skupnost Ravne, Pot na Zali Rovt 3",840,320,0.381,320,319,1,1.0,125,0.39185,194,0.60815
230,VE 1000 - KRANJ,VO 1007 - TRŽIČ,12,"Sebenje, Dom krajanov, Sebenje 43, Križe",917,533,0.5812,533,531,2,1.0,288,0.542373,243,0.457627
231,VE 1000 - KRANJ,VO 1007 - TRŽIČ,13,"Senično, Krajevna skupnost, Senično 30, Križe   ",365,226,0.6192,226,220,6,1.0,119,0.540909,101,0.459091
232,VE 1000 - KRANJ,VO 1007 - TRŽIČ,14,"Tržič I,Galerija Atrij Občine Tržič,Trg svobode18",1215,364,0.2996,364,359,5,1.0,134,0.373259,225,0.626741
233,VE 1000 - KRANJ,VO 1007 - TRŽIČ,15,"Tržič II, Društvo upokojencev Tržič,Trg svobode18",864,269,0.3113,269,265,4,1.0,109,0.411321,156,0.588679
234,VE 1000 - KRANJ,VO 1007 - TRŽIČ,901,Predčasno glasovanje,0,1164,0.0,1164,1153,11,1.0,435,0.377277,718,0.622723
235,VE 1000 - KRANJ,VO 1007 - TRŽIČ,970,OMNIA od: 1007,0,19,0.0,19,19,0,1.0,11,0.578947,8,0.421053
236,VE 1000 - KRANJ,VO 1007 - TRŽIČ,997,Pošta doma OVK,0,9,0.0,9,9,0,1.0,4,0.444444,5,0.555556
237,VE 1000 - KRANJ,VO 1007 - TRŽIČ,9971000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
238,VE 1000 - KRANJ,VO 1007 - TRŽIČ,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
239,VE 1000 - KRANJ,VO 1007 - TRŽIČ,998,Pošta tujina OVK,0,9,0.0,9,9,0,1.0,3,0.333333,6,0.666667
240,VE 1000 - KRANJ,VO 1007 - TRŽIČ,9981000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
241,VE 1000 - KRANJ,VO 1007 - TRŽIČ,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
242,VE 1000 - KRANJ,VO 1007 - TRŽIČ,999,Posebni volilni imenik,709,0,0.0,0,0,0,,0,0.0,0,0.0
243,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,1,"Krajevna skupnost Godešič, Godešič 100, Šk. Loka",506,319,0.6304,319,318,1,1.0,189,0.59434,129,0.40566
244,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,2,"Gasilski dom Virmaše, Virmaše 14, Škofja Loka",774,508,0.6563,508,506,2,1.0,245,0.48419,261,0.51581
245,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,3,"Kulturni dom Sv. Duh, Sv. Duh 10, Škofja Loka",1223,787,0.6435,787,778,9,1.0,428,0.550129,350,0.449871
246,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,4,"OŠ Škofja Loka-Mesto, Šolska ulica 1, Šk. Loka",628,270,0.4299,270,263,7,1.0,88,0.334601,175,0.665399
247,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,5,"Prostori Društva upokojencev,Partizanska c.1,Š.L.",807,398,0.4932,398,394,4,1.0,167,0.423858,227,0.576142
248,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,6,"Gasilski dom Škofja Loka, Studenec 5",890,488,0.5483,488,479,9,1.0,233,0.48643,246,0.51357
249,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,7,"Osnovna šola Reteče, Reteče 43, Škofja Loka",871,542,0.6223,542,531,11,1.0,275,0.517891,256,0.482109
250,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,8,"OŠ Cvetko Golar I., Frankovo naselje 51, Šk. Loka",1263,645,0.5107,645,635,10,1.0,285,0.448819,350,0.551181
251,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,9,"OŠ Cvetko Golar II., Frankovo naselje 51,Šk.Loka",1024,532,0.5195,532,520,12,1.0,231,0.444231,289,0.555769
252,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,10,"OŠ Cvetko Golar III., Frankovo naselje 51,Šk.Loka",531,297,0.5593,297,295,2,1.0,171,0.579661,124,0.420339
253,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,11,"Gasilski dom Gosteče, Gosteče 10, Škofja Loka",376,236,0.6277,236,234,2,1.0,154,0.65812,80,0.34188
254,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,12,"OŠ Ivana Groharja, Podlubnik 1, Škofja Loka",1275,677,0.531,677,671,6,1.0,300,0.447094,371,0.552906
255,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,13,"Rotovž, Mestni trg 35, Škofja Loka",1106,438,0.396,438,431,7,1.0,208,0.482599,223,0.517401
256,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,14,"Puštalski grad, Puštal 21, Škofja Loka",545,310,0.5688,310,307,3,1.0,158,0.514658,149,0.485342
257,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,15,"Trgovina kmečki stroji, Sv. Barbara 23, Šk. Loka",310,183,0.5903,183,182,1,1.0,133,0.730769,49,0.269231
258,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,16,"Krajevna skupnost Podlubnik, Podlubnik 139",1577,885,0.5612,885,875,10,1.0,349,0.398857,526,0.601143
259,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,18,"Tržnica Škofja Loka, Partizanska cesta 1, Šk.Loka",1345,781,0.5807,781,772,9,1.0,428,0.554404,344,0.445596
260,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,20,"Zadružni dom Log nad Škofjo Loko, Log nad Šk.L.31",428,293,0.6846,293,289,4,1.0,232,0.802768,57,0.197232
261,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,21,"Šola Gabrk, Gabrk 1, Škofja Loka",231,153,0.6623,153,149,4,1.0,76,0.510067,73,0.489933
262,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,22,"Zadružni dom Zminec, Zminec 35, Škofja Loka",734,483,0.658,483,479,4,1.0,311,0.649269,168,0.350731
263,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,23,"Krajevna skupnost Lenart, Sv. Lenart 21, Selca",301,198,0.6578,198,198,0,1.0,145,0.732323,53,0.267677
264,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,24,"Osnovna šola Bukovščica, Bukovščica 4, Selca",269,190,0.7063,190,190,0,1.0,155,0.815789,35,0.184211
265,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,25,"Osnovna šola Bukovica, Bukovica 20, Selca",593,372,0.6273,372,369,3,1.0,284,0.769648,85,0.230352
266,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,901,Predčasno glasovanje,0,1175,0.0,1175,1164,11,1.0,435,0.373711,729,0.626289
267,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,970,OMNIA od: 1008,0,83,0.0,83,81,2,1.0,40,0.493827,41,0.506173
268,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,997,Pošta doma OVK,0,28,0.0,28,28,0,1.0,16,0.571429,12,0.428571
269,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,9971000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
270,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
271,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,998,Pošta tujina OVK,0,38,0.0,38,38,0,1.0,11,0.289474,27,0.710526
272,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,9981000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
273,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
274,VE 1000 - KRANJ,VO 1008 - ŠKOFJA LOKA 1,999,Posebni volilni imenik,1011,0,0.0,0,0,0,,0,0.0,0,0.0
275,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,1,"Rudnik Žirovski vrh TODRAŽ, Todraž 1, Gorenja vas",253,151,0.5968,151,151,0,1.0,125,0.827815,26,0.172185
276,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,2,"Sokolski dom GORENJA VAS-mala dvorana,Poljan.c.87",1157,601,0.5194,601,594,7,1.0,354,0.59596,240,0.40404
277,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,3,"Gasilski dom HOTAVLJE, Hotavlje 112, Gorenja vas",611,400,0.6547,400,395,5,1.0,311,0.787342,84,0.212658
278,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,4,"Osnovna šola LESKOVICA, Leskovica 1, Gorenja vas",258,149,0.5775,149,145,4,1.0,109,0.751724,36,0.248276
279,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,5,"Osnovna šola JAVORJE,Javorje 6,Poljane nad Šk. L.",501,352,0.7026,352,349,3,1.0,306,0.876791,43,0.123209
280,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,6,"Kulturni dom LUČINE, Lučine 11a, Gorenja vas",427,288,0.6745,288,287,1,1.0,234,0.815331,53,0.184669
281,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,7,"Gasilski dom TREBIJA, Trebija 4, Gorenja vas",450,281,0.6244,281,277,4,1.0,150,0.541516,127,0.458484
282,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,8,"Stavba ob župnišču v STARI OSELICI,St.Oselica 33",95,46,0.4842,46,46,0,1.0,40,0.869565,6,0.130435
283,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,9,"Šubičeva hiša,Poljane nad Škofjo Loko 70,Poljane",1393,903,0.6482,903,892,11,1.0,609,0.682735,283,0.317265
284,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,10,"Demšar Slavko, Dolenje Brdo 7, Poljane nad Šk.L.",139,94,0.6763,94,93,1,1.0,77,0.827957,16,0.172043
285,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,11,"Šola MALENSKI VRH, Malenski Vrh 14,Poljane",65,42,0.6462,42,42,0,1.0,34,0.809524,8,0.190476
286,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,12,"Kulturna dvorana SOVODENJ, Sovodenj 23, Sovodenj",461,282,0.6117,282,281,1,1.0,167,0.594306,114,0.405694
287,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,13,"Etnografski muzej DAVČA, Davča 25 a, Železniki",234,134,0.5726,134,130,4,1.0,103,0.792308,27,0.207692
288,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,14,"Objekt na športnem igrišcu,Dolenja vas 127,Selca ",368,254,0.6902,254,252,2,1.0,172,0.68254,80,0.31746
289,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,15,"Osnovna šola DRAŽGOŠE, Dražgoše 35, Železniki",252,171,0.6786,171,165,6,1.0,75,0.454545,90,0.545455
290,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,16,"Gasilski dom RUDNO, Rudno 5, Železniki",188,120,0.6383,120,120,0,1.0,81,0.675,39,0.325
291,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,17,"Osnovna šola SELCA, Selca 95, Selca",729,512,0.7023,512,504,8,1.0,361,0.71627,143,0.28373
292,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,18,"Berce Mirko, Lajše 12, Selca",89,72,0.809,72,72,0,1.0,54,0.75,18,0.25
293,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,19,"Krajevna skupnost SORICA,Spodnja Sorica 16,Sorica",270,192,0.7111,192,190,2,1.0,151,0.794737,39,0.205263
294,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,20,"Kulturni dom ŽELEZNIKI, Trnje 39, Železniki",732,430,0.5874,430,425,5,1.0,206,0.484706,219,0.515294
295,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,21,"Osnovna šola ŽELEZNIKI, Otoki 13, Železniki",1149,656,0.5709,656,648,8,1.0,346,0.533951,302,0.466049
296,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,22,"Restavracija LUŠINA, Češnjica 54, Železniki",681,449,0.6593,449,443,6,1.0,271,0.611738,172,0.388262
297,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,23,"Kulturni dom ZALI LOG, Zali Log 46 a, Železniki",271,180,0.6642,180,176,4,1.0,128,0.727273,48,0.272727
298,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,24,"Objekt pri šoli v PODLONKU,Podlonk 11,Železniki",145,106,0.731,106,105,1,1.0,78,0.742857,27,0.257143
299,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,25,"Osnovna šola MARTINJ VRH,Martinj Vrh 21,Železniki",182,136,0.7473,136,135,1,1.0,114,0.844444,21,0.155556
300,VE 1000 - KRANJ,VO 1009 - ŠKOFJA LOKA 2,26,"OŠ Žiri-večnam.prostor-novi d.,Jobstova c.22,Žiri",617,363,0.5883,363,360,3,1.0,197,0.547222,163,0.452778
